,Country1,Occupation,Birth year,lifespan
20535,United Kingdom,artist,1937,74
20536,United States,artist,1862,69
20537,United Kingdom,artist,1862,69
20538,Sweden,long-distance runner,1983,30
20538,Sweden,middle-distance runner,1983,30
20539,Germany,artist,1939,62
20540,Greece,politician,1838,50
20541,Iraq,researcher,1924,61
20542,United States,artist,1948,29
20543,Germany,politician,1898,76
20544,Brazil,artist,1968,50
20545,United States,politician,1927,81
20546,Poland,artist,1940,55
20547,France,military personnel,1895,24
20548,Spain,military personnel,1932,53
20549,Germany,artist,1772,35
20550,United States,artist,1894,31
20551,United States,artist,1890,66
20552,United States,journalist,1929,77
20553,Canada,athlete,1939,77
20554,United Kingdom,researcher,1888,58
20555,United States,athlete,1923,69
20556,France,artist,1862,59
20557,Philippines,presenter,1940,67
20558,France,flying ace,1894,24
20559,United States,artist,1912,53
20560,France,artist,1931,36
20561,United States,athlete,1979,36
20562,United States,athlete,1955,59
20563,Philippines,politician,1952,56
20564,United States,artist,1926,84
20565,United States,artist,1934,55
20566,Argentina,merchant,1807,62
20567,Spain,bullfighter,1948,36
20567,Spain,matador,1948,36
20568,France,artist,1822,72
20569,United States,athlete,1951,32
20570,Australia,nurse,1915,85
20571,United States,politician,1935,73
20572,United Kingdom,artist,1958,35
20573,United Kingdom,artist,1931,73
20574,Chile,artist,1895,73
20575,United States,athlete,1894,72
20576,United States,athlete,1904,60
20577,Australia,journalist,1925,88
20578,Denmark,professional wrestler,1934,44
20579,France,businessperson,1882,30
20580,Japan,artist,1950,67
20581,United States,artist,1881,64
20582,United States,artist,1901,74
20583,Denmark,researcher,1864,53
20584,United States,artist,1934,68
20585,United Kingdom,artist,1906,65
20586,Japan,rikishi,1948,71
20587,Norway,artist,1947,60
20588,United Kingdom,athlete,1956,55
20589,Australia,athlete,1956,55
20590,United States,artist,1945,59
20591,Germany,artist,1900,44
20592,Germany,aristocrat,1665,33
20593,United States,athlete,1919,53
20594,Germany,artist,1952,61
20595,Sudan,artist,1909,76
20596,Ireland,artist,1806,64
20597,Spain,artist,1923,83
20598,Trinidad and Tobago,politician,1929,84
20599,United Kingdom,artist,1946,67
20600,United States,artist,1916,77
20601,United States,athlete,1966,48
20602,United States,journalist,1930,65
20603,United States,physician,1912,94
20604,Belgium,physician,1912,94
20605,United States,artist,1879,50
20606,Romania,researcher,1901,37
20607,United States,athlete,1943,65
20608,United States,military personnel,1918,87
20609,United States,journalist,1900,77
20610,Japan,artist,1961,54
20611,France,artist,1907,80
20612,Japan,artist,1977,38
20613,United States,athlete,1935,62
20614,United Kingdom,artist,1930,71
20615,Australia,businessperson,1941,64
20616,United States,athlete,1953,61
20617,Ireland,journalist,1950,56
20618,United States,racing automobile driver,1921,69
20619,United Kingdom,athlete,1925,42
20620,Croatia,artist,1933,79
20621,United Kingdom,privateer,1682,38
20621,United Kingdom,pirate,1682,38
20622,United States,athlete,1946,26
20623,United States,artist,1928,79
20624,United States,politician,1848,71
20625,France,politician,1883,34
20626,Australia,politician,1885,66
20627,United States,politician,1908,48
20628,South Africa,artist,1915,30
20629,United States,athlete,1911,50
20630,Canada,artist,1942,69
20631,Germany,artist,1915,82
20632,United States,researcher,1940,76
20633,United States,artist,1917,83
20634,Israel,artist,1936,80
20635,Haiti,politician,1924,83
20636,Australia,politician,1872,72
20637,Japan,artist,1952,52
20638,Hungary,athlete,1911,52
20639,Germany,military personnel,1881,49
20640,United States,journalist,1929,71
20641,United States,penciller,1953,62
20642,United Kingdom,artist,1866,75
20643,Germany,artist,1866,75
20644,United Kingdom,artist,1936,72
20645,Canada,artist,1942,74
20646,United States,researcher,1944,62
20647,France,artist,1928,49
20648,France,researcher,1816,56
20649,United States,journalist,1947,64
20650,Denmark,lady-in-waiting,1475,60
20651,Armenia,artist,1932,62
20652,Northern Mariana Islands,politician,1941,68
20653,United States,artist,1932,72
20654,United States,disc jockey,1925,88
20655,United States,artist,1913,41
20656,France,artist,1913,41
20657,United Kingdom,artist,1896,72
20658,United States,artist,1926,65
20659,United States,politician,1863,67
20660,United States,politician,1884,79
20661,United States,artist,1901,41
20662,Latvia,athlete,1974,37
20663,Poland,artist,1861,59
20664,Hungary,artist,1929,42
20665,Indonesia,artist,1958,55
20666,United Kingdom,researcher,1892,72
20667,India,researcher,1892,72
20668,"Iran, Islamic Republic of",cleric,1954,58
20669,United States,psychologist,1875,57
20669,United States,philosopher,1875,57
20670,Bosnia and Herzegovina,military personnel,1957,41
20671,United States,politician,1873,34
20672,United States,athlete,1912,55
20673,United States,inventor,1929,81
20674,Netherlands Antilles,explorer,1574,42
20675,United States,politician,1945,62
20676,United States,artist,1956,53
20677,Tunisia,politician,1936,83
20678,United States,journalist,1939,68
20679,France,athlete,1967,48
20680,United States,athlete,1902,96
20681,United States,artist,1909,50
20682,Australia,artist,1909,50
20683,Brazil,athlete,1979,25
20684,United Kingdom,researcher,1831,48
20685,Guatemala,politician,1950,21
20686,United Kingdom,architect,1933,84
20687,Germany,politician,1899,50
20688,Austria,artist,1729,45
20689,United States,politician,1939,78
20690,Italy,artist,1910,83
20691,Poland,artist,1929,58
20692,United States,religious figure,1762,79
20693,United States,artist,1922,86
20694,Finland,artist,1922,86
20695,France,racing automobile driver,1879,30
20696,Russian Federation,artist,1947,68
20697,United Kingdom,politician,1930,77
20698,United States,artist,1937,75
20699,Iraq,politician,1960,36
20700,Germany,artist,1953,44
20701,United States,artist,1929,80
20702,United States,athlete,1874,57
20703,United States,politician,1938,73
20704,Czech Republic,researcher,1924,88
20705,Canada,researcher,1924,88
20706,Mexico,artist,1915,58
20707,Canada,racing automobile driver,1965,28
20708,United States,military personnel,1921,93
20709,Japan,artist,1926,89
20710,United States,researcher,1863,75
20711,United States,alderman,1927,87
20712,United States,novelist,1934,57
20713,Ukraine,politician,1946,58
20714,United States,artist,1919,69
20715,United States,businessperson,1924,86
20716,France,researcher,1596,54
20717,Italy,artist,1933,61
20718,France,artist,1961,25
20719,Russian Federation,politician,1948,64
20720,Somalia,athlete,1935,73
20721,United States,politician,1934,83
20722,France,military personnel,1617,95
20723,Lebanon,politician,1885,36
20724,Switzerland,politician,1907,75
20725,France,politician,1869,74
20726,France,artist,1936,61
20727,Finland,politician,1887,33
20728,United States,artist,1923,50
20729,Spain,artist,1828,63
20730,United States,athlete,1934,57
20731,Sweden,artist,1916,82
20732,United Kingdom,artist,1889,88
20733,Switzerland,artist,1923,63
20734,Japan,mangaka,1939,73
20735,Dominican Republic,politician,1921,53
20736,United States,artist,1900,48
20737,Canada,judge,1864,67
20738,United Kingdom,artist,1880,49
20739,Pakistan,politician,1948,65
20740,Bangladesh,politician,1948,65
20741,United Kingdom,entrepreneur,1947,71
20742,United Kingdom,researcher,1786,35
20743,United States,journalist,1937,44
20744,United States,athlete,1917,96
20745,South Africa,athlete,1873,37
20746,United States,artist,1950,63
20747,United Kingdom,teacher,1935,81
20748,United States,artist,1902,56
20749,Chile,politician,1944,30
20750,United States,athlete,1985,33
20751,United States,athlete,1951,50
20752,France,military personnel,1776,56
20753,Kazakhstan,politician,1962,53
20754,Guinea-Bissau,artist,1956,53
20755,United States,artist,1948,60
20756,United States,athlete,1915,85
20757,United States,artist,1962,24
20758,United States,car designer,1917,69
20759,Ireland,artist,1909,83
20760,United States,theatrical producer,1925,84
20761,United States,journalist,1921,86
20762,Australia,artist,1916,94
20763,United States,artist,1947,52
20764,Lebanon,caricaturist,1938,75
20765,United States,artist,1903,73
20766,Czech Republic,artist,1951,62
20767,Sweden,aristocrat,1831,42
20768,United States,disc jockey,1974,32
20768,United States,rapper,1974,32
20768,United States,music producer,1974,32
20769,United States,artist,1878,55
20770,Japan,teacher,1926,93
20771,India,athlete,1934,67
20772,United States,artist,1967,42
20773,Netherlands Antilles,researcher,1814,89
20774,Netherlands,researcher,1814,89
20775,Canada,athlete,1821,75
20776,United States,politician,1786,48
20777,Netherlands,athlete,1963,38
20778,Poland,artist,1947,67
20779,"Korea, Democratic People's",politician,1921,95
20781,New Zealand,explorer,1821,53
20782,United States,athlete,1922,55
20783,United Kingdom,naval officer,1942,73
20784,United States,artist,1938,68
20785,United States,artist,1893,89
20786,Germany,artist,1893,89
20787,Spain,researcher,1877,59
20788,Zambia,athlete,1960,33
20789,France,military personnel,1886,26
20790,"Macedonia, The Former Yugoslav",military personnel,-400,70
20792,New Zealand,athlete,1917,87
20793,United States,military personnel,1831,36
20794,United States,politician,1831,58
20795,Denmark,artist,1838,29
20796,Spain,activist,1974,19
20797,United States,researcher,1918,33
20798,Mexico,researcher,1918,33
20799,Norway,politician,1858,53
20800,Poland,torturer,1922,24
20801,Germany,torturer,1922,24
20802,United States,artist,1936,69
20803,United States,manager,1928,77
20803,United States,judoka,1928,77
20803,United States,professional wrestler,1928,77
20804,United Kingdom,manager,1928,77
20804,United Kingdom,judoka,1928,77
20804,United Kingdom,professional wrestler,1928,77
20805,China,television presenter,1933,85
20806,"Iran, Islamic Republic of",politician,1907,88
20807,United States,journalist,1979,23
20808,Jamaica,artist,1935,73
20809,United States,athlete,1921,82
20810,United States,military personnel,1923,41
20811,Nigeria,artist,1952,60
20812,United Kingdom,artist,1945,60
20813,Canada,politician,1904,82
20814,Australia,athlete,1904,77
20815,United Kingdom,artist,1961,52
20816,United States,artist,1968,37
20817,India,artist,1893,59
20818,United States,religious figure,1768,64
20819,United Kingdom,artist,1650,37
20820,France,dressmaker,1967,49
20821,United States,athlete,1927,86
20822,United States,athlete,1926,76
20823,Canada,athlete,1982,29
20824,Canada,politician,1881,60
20825,Denmark,artist,1783,70
20826,France,artist,1904,63
20827,Australia,lawyer,1947,68
20828,United States,politician,1855,66
20829,United States,athlete,1953,52
20830,France,merchant,1672,48
20830,France,explorer,1672,48
20831,United States,athlete,1913,63
20832,United States,artist,1928,79
20833,United States,novelist,1947,54
20834,Egypt,politician,1938,79
20835,United States,psychiatrist,1831,71
20836,United Kingdom,artist,1934,71
20837,United Kingdom,guitarist,1946,65
20838,United States,artist,1939,78
20839,Turkey,artist,1936,75
20840,Austria,artist,1893,52
20841,United States,researcher,1927,56
20842,Canada,athlete,1938,69
20843,Denmark,architect,1861,72
20844,United States,military personnel,1874,80
20845,United States,artist,1975,38
20846,South Africa,artist,1976,32
20847,Turkey,lawyer,1982,31
20848,Japan,artist,1926,86
20849,Nicaragua,religious figure,1926,92
20850,Brazil,religious figure,1922,92
20851,Turkey,artist,1937,47
20852,United States,researcher,1888,75
20853,Germany,designer,1847,62
20854,United States,journalist,1945,33
20855,Portugal,politician,1949,64
20856,Saudi Arabia,sailor,1757,69
20857,United Kingdom,athlete,1932,26
20858,Canada,politician,1928,82
20859,France,nurse,1885,32
20860,United States,athlete,1968,33
20861,France,military personnel,1883,29
20862,Russian Federation,military personnel,1963,48
20863,Germany,politician,1898,38
20864,United States,artist,1912,70
20865,United Kingdom,artist,1933,42
20866,Japan,artist,1913,72
20867,Portugal,politician,1881,40
20868,United States,artist,1917,90
20869,United States,athlete,1929,42
20870,Nepal,artist,1939,51
20871,United States,journalist,1934,73
20872,Hungary,film producer,1949,70
20872,Hungary,production manager,1949,70
20873,United Kingdom,racing automobile driver,1936,32
20873,United Kingdom,formula one driver,1936,32
20874,United Kingdom,journalist,1934,77
20875,Germany,politician,1937,75
20876,United States,artist,1884,72
20877,Brazil,artist,1914,74
20878,New Zealand,artist,1943,76
20879,Colombia,partisan,1930,78
20880,Philippines,artist,1940,72
20881,Turkey,politician,1924,49
